Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Tổ hợp môn năm 2025,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024,Điểm chuẩn năm 2025
SGD,7220201_D07,Ngôn ngữ Anh,,,,,,,D07,,,,,,,23.86
SGD,7220201_D09,Ngôn ngữ Anh,,,,,,,D09,,,,,,,24.8
SGD,7220201_D10,Ngôn ngữ Anh,,,,,,,D10,,,,,,,24.8
SGD,7220201_D11,Ngôn ngữ Anh,,,,,,,D11,,,,,,,24.8
SGD,7220201_D12,Ngôn ngữ Anh,,,,,,,D12,,,,,,,24.8
SGD,7220201_D13,Ngôn ngữ Anh,,,,,,,D13,,,,,,,24.8
SGD,7220201_D14,Ngôn ngữ Anh,,,,,,,D14,,,,,,,24.8
SGD,7220201_D15,Ngôn ngữ Anh,,,,,,,D15,,,,,,,24.8
SGD,7220201_X25,Ngôn ngữ Anh,,,,,,,X25,,,,,,,24.8
SGD,7220201_X26,Ngôn ngữ Anh,,,,,,,X26,,,,,,,24.8
SGD,7220201_X27,Ngôn ngữ Anh,,,,,,,X27,,,,,,,24.8
SGD,7220201_X28,Ngôn ngữ Anh,,,,,,,X28,,,,,,,24.8
SGD,7220201_X78,Ngôn ngữ Anh,,,,,,,X78,,,,,,,24.8
SGD,7220201_X79,Ngôn ngữ Anh,,,,,,,X79,,,,,,,24.8
SGD,7220201_X80,Ngôn ngữ Anh,,,,,,,X80,,,,,,,24.8
SGD,7220201_X81,Ngôn ngữ Anh,,,,,,,X81,,,,,,,24.8
SGD,7310401,Tâm lý học,D01,D01,D01,D01,D01,D01,,19.65,22.15,24.05,22.7,23.8,24.5,
SGD,7310401_B03,Tâm lý học,,,,,,,B03,,,,,,,22.25
SGD,7310401_C01,Tâm lý học,,,,,,,C01,,,,,,,23.87
SGD,7310401_C02,Tâm lý học,,,,,,,C02,,,,,,,22.25
SGD,7310401_C03,Tâm lý học,,,,,,,C03,,,,,,,22.25
SGD,7310401_C04,Tâm lý học,,,,,,,C04,,,,,,,22.25
SGD,7310401_D01,Tâm lý học,,,,,,,D01,,,,,,,22.25
SGD,7310401_X01,Tâm lý học,,,,,,,X01,,,,,,,22.25
SGD,7310401_X02,Tâm lý học,,,,,,,X02,,,,,,,22.25
SGD,7310401_X03,Tâm lý học,,,,,,,X03,,,,,,,22.25
SGD,7310401_X04,Tâm lý học,,,,,,,X04,,,,,,,22.25
SGD,7310601,Quốc tế học,D01,D01,D01,D01,D01,D01,B03;C01;C02;C03;C04;D01;X01;X02;X03;X04,19.43,21.18,24.48,18.0,22.77,23.64,21.0
SGD,7310630,Việt Nam học,C00,C00,C00,C00,C00,C00,,20.5,22.0,21.5,22.25,22.2,25.0,
SGD,7310630_B03,Việt Nam học,,,,,,,B03,,,,,,,21.0
SGD,7310630_C01,Việt Nam học,,,,,,,C01,,,,,,,22.62
SGD,7310630_C02,Việt Nam học,,,,,,,C02,,,,,,,21.0
SGD,7310630_C03,Việt Nam học,,,,,,,C03,,,,,,,21.0
SGD,7310630_C04,Việt Nam học,,,,,,,C04,,,,,,,21.0
SGD,7310630_D01,Việt Nam học,,,,,,,D01,,,,,,,21.0
SGD,7310630_X01,Việt Nam học,,,,,,,X01,,,,,,,21.0
SGD,7310630_X02,Việt Nam học,,,,,,,X02,,,,,,,21.0
SGD,7310630_X03,Việt Nam học,,,,,,,X03,,,,,,,21.0
SGD,7310630_X04,Việt Nam học,,,,,,,X04,,,,,,,21.0
SGD,7320201,Thông tin - Thư viện,C04;D01,D01;C04,D01;C04,D01;C04,,D01;C04,,17.5,20.1,21.8,19.95,,23.51,
SGD,7320201_B03,Thông tin - Thư viện,,,,,,,B03,,,,,,,26.48
SGD,7320201_C00,Thông tin - Thư viện,,,,,,,C00,,,,,,,26.48
SGD,7320201_C01,Thông tin - Thư viện,,,,,,,C01,,,,,,,26.48
SGD,7320201_C02,Thông tin - Thư viện,,,,,,,C02,,,,,,,26.48
SGD,7320201_C03,Thông tin - Thư viện,,,,,,,C03,,,,,,,26.48
SGD,7320201_C04,Thông tin - Thư viện,,,,,C04,,C04,,,,,21.36,,26.48
SGD,7320201_C05,Thông tin - Thư viện,,,,,,,C05,,,,,,,26.48
SGD,7320201_C06,Thông tin - Thư viện,,,,,,,C06,,,,,,,26.48
SGD,7320201_C07,Thông tin - Thư viện,,,,,,,C07,,,,,,,26.48
SGD,7320201_C08,Thông tin - Thư viện,,,,,,,C08,,,,,,,26.48
SGD,7320201_C09,Thông tin - Thư viện,,,,,,,C09,,,,,,,26.48
SGD,7320201_C10,Thông tin - Thư viện,,,,,,,C10,,,,,,,26.48
SGD,7320201_C11,Thông tin - Thư viện,,,,,,,C11,,,,,,,26.48
SGD,7320201_C12,Thông tin - Thư viện,,,,,,,C12,,,,,,,26.48
SGD,7320201_C13,Thông tin - Thư viện,,,,,,,C13,,,,,,,26.48
SGD,7320201_D01,Thông tin - Thư viện,,,,,D01,,D01,,,,,21.36,,26.48
SGD,7320201_D11,Thông tin - Thư viện,,,,,,,D11,,,,,,,26.48
SGD,7320201_D12,Thông tin - Thư viện,,,,,,,D12,,,,,,,26.48
SGD,7320201_D13,Thông tin - Thư viện,,,,,,,D13,,,,,,,26.48
SGD,7320201_D14,Thông tin - Thư viện,,,,,,,D14,,,,,,,26.48
SGD,7320201_D15,Thông tin - Thư viện,,,,,,,D15,,,,,,,26.48
SGD,7320201_X01,Thông tin - Thư viện,,,,,,,X01,,,,,,,26.48
SGD,7320201_X02,Thông tin - Thư viện,,,,,,,X02,,,,,,,26.48
SGD,7320201_X03,Thông tin - Thư viện,,,,,,,X03,,,,,,,26.48
SGD,7320201_X04,Thông tin - Thư viện,,,,,,,X04,,,,,,,26.48
SGD,7320201_X58,Thông tin - Thư viện,,,,,,,X58,,,,,,,26.48
SGD,7320201_X59,Thông tin - Thư viện,,,,,,,X59,,,,,,,26.48
SGD,7320201_X60,Thông tin - Thư viện,,,,,,,X60,,,,,,,26.48
SGD,7320201_X61,Thông tin - Thư viện,,,,,,,X61,,,,,,,26.48
SGD,7320201_X62,Thông tin - Thư viện,,,,,,,X62,,,,,,,26.48
SGD,7320201_X63,Thông tin - Thư viện,,,,,,,X63,,,,,,,26.48
SGD,7320201_X64,Thông tin - Thư viện,,,,,,,X64,,,,,,,26.48
SGD,7320201_X65,Thông tin - Thư viện,,,,,,,X65,,,,,,,26.48
SGD,7320201_X66,Thông tin - Thư viện,,,,,,,X66,,,,,,,26.48
SGD,7320201_X67,Thông tin - Thư viện,,,,,,,X67,,,,,,,26.48
SGD,7320201_X68,Thông tin - Thư viện,,,,,,,X68,,,,,,,26.48
SGD,7320201_X69,Thông tin - Thư viện,,,,,,,X69,,,,,,,26.48
SGD,7320201_X70,Thông tin - Thư viện,,,,,,,X70,,,,,,,26.48
SGD,7320201_X71,Thông tin - Thư viện,,,,,,,X71,,,,,,,26.48
SGD,7320201_X72,Thông tin - Thư viện,,,,,,,X72,,,,,,,26.48
SGD,7320201_X73,Thông tin - Thư viện,,,,,,,X73,,,,,,,26.48
SGD,7320201_X74,Thông tin - Thư viện,,,,,,,X74,,,,,,,26.48
SGD,7320201_X75,Thông tin - Thư viện,,,,,,,X75,,,,,,,26.48
SGD,7320201_X76,Thông tin - Thư viện,,,,,,,X76,,,,,,,26.48
SGD,7320201_X77,Thông tin - Thư viện,,,,,,,X77,,,,,,,26.48
SGD,7320201_X78,Thông tin - Thư viện,,,,,,,X78,,,,,,,26.48
SGD,7320201_X79,Thông tin - Thư viện,,,,,,,X79,,,,,,,26.48
SGD,7320201_X80,Thông tin - Thư viện,,,,,,,X80,,,,,,,26.48
SGD,7320201_X81,Thông tin - Thư viện,,,,,,,X81,,,,,,,26.48
SGD,7320201_Y07,Thông tin - Thư viện,,,,,,,Y07,,,,,,,26.48
SGD,7320201_Y08,Thông tin - Thư viện,,,,,,,Y08,,,,,,,26.48
SGD,7340101_A00,Quản trị kinh doanh,,,,,,,A00,,,,,,,20.93
SGD,7340101_A01,Quản trị kinh doanh,A01,A01,A01,A01,A01,A01,A01,21.71,24.26,25.26,23.16,23.85,23.97,20.24
SGD,7340101_A02,Quản trị kinh doanh,,,,,,,A02,,,,,,,20.25
SGD,7340101_A03,Quản trị kinh doanh,,,,,,,A03,,,,,,,20.25
SGD,7340101_A04,Quản trị kinh doanh,,,,,,,A04,,,,,,,20.25
SGD,7340101_A05,Quản trị kinh doanh,,,,,,,A05,,,,,,,20.25
SGD,7340101_A06,Quản trị kinh doanh,,,,,,,A06,,,,,,,20.25
SGD,7340101_A07,Quản trị kinh doanh,,,,,,,A07,,,,,,,20.25
SGD,7340101_B00,Quản trị kinh doanh,,,,,,,B00,,,,,,,19.72
SGD,7340101_B01,Quản trị kinh doanh,,,,,,,B01,,,,,,,20.25
SGD,7340101_B02,Quản trị kinh doanh,,,,,,,B02,,,,,,,20.25
SGD,7340101_B03,Quản trị kinh doanh,,,,,,,B03,,,,,,,20.25
SGD,7340101_B08,Quản trị kinh doanh,,,,,,,B08,,,,,,,20.25
SGD,7340101_C01,Quản trị kinh doanh,,,,,,,C01,,,,,,,21.87
SGD,7340101_C02,Quản trị kinh doanh,,,,,,,C02,,,,,,,20.25
SGD,7340101_C03,Quản trị kinh doanh,,,,,,,C03,,,,,,,20.25
SGD,7340101_C04,Quản trị kinh doanh,,,,,,,C04,,,,,,,20.25
SGD,7340101_D01,Quản trị kinh doanh,D01,D01,D01,D01,D01,D01,D01,20.71,23.26,24.26,22.16,22.85,22.97,20.25
SGD,7340101_D07,Quản trị kinh doanh,,,,,,,D07,,,,,,,19.31
SGD,7340101_D09,Quản trị kinh doanh,,,,,,,D09,,,,,,,20.25
SGD,7340101_D10,Quản trị kinh doanh,,,,,,,D10,,,,,,,20.25
SGD,7340101_X01,Quản trị kinh doanh,,,,,,,X01,,,,,,,20.25
SGD,7340101_X02,Quản trị kinh doanh,,,,,,,X02,,,,,,,20.25
SGD,7340101_X03,Quản trị kinh doanh,,,,,,,X03,,,,,,,20.25
SGD,7340101_X04,Quản trị kinh doanh,,,,,,,X04,,,,,,,20.25
SGD,7340101_X05,Quản trị kinh doanh,,,,,,,X05,,,,,,,20.25
SGD,7340101_X06,Quản trị kinh doanh,,,,,,,X06,,,,,,,20.25
SGD,7340101_X07,Quản trị kinh doanh,,,,,,,X07,,,,,,,20.25
SGD,7340101_X08,Quản trị kinh doanh,,,,,,,X08,,,,,,,20.25
SGD,7340101_X09,Quản trị kinh doanh,,,,,,,X09,,,,,,,20.25
SGD,7340101_X10,Quản trị kinh doanh,,,,,,,X10,,,,,,,20.25
SGD,7340101_X11,Quản trị kinh doanh,,,,,,,X11,,,,,,,20.25
SGD,7340101_X12,Quản trị kinh doanh,,,,,,,X12,,,,,,,20.25
SGD,7340101_X13,Quản trị kinh doanh,,,,,,,X13,,,,,,,20.25
SGD,7340101_X14,Quản trị kinh doanh,,,,,,,X14,,,,,,,20.25
SGD,7340101_X15,Quản trị kinh doanh,,,,,,,X15,,,,,,,20.25
SGD,7340101_X16,Quản trị kinh doanh,,,,,,,X16,,,,,,,20.25
SGD,7340101_X17,Quản trị kinh doanh,,,,,,,X17,,,,,,,20.25
SGD,7340101_X18,Quản trị kinh doanh,,,,,,,X18,,,,,,,20.25
SGD,7340101_X19,Quản trị kinh doanh,,,,,,,X19,,,,,,,20.25
SGD,7340101_X20,Quản trị kinh doanh,,,,,,,X20,,,,,,,20.25
SGD,7340101_X21,Quản trị kinh doanh,,,,,,,X21,,,,,,,20.25
SGD,7340101_X22,Quản trị kinh doanh,,,,,,,X22,,,,,,,20.25
SGD,7340101_X23,Quản trị kinh doanh,,,,,,,X23,,,,,,,20.25
SGD,7340101_X24,Quản trị kinh doanh,,,,,,,X24,,,,,,,20.25
SGD,7340101_X25,Quản trị kinh doanh,,,,,,,X25,,,,,,,20.25
SGD,7340101_X26,Quản trị kinh doanh,,,,,,,X26,,,,,,,20.25
SGD,7340101_X27,Quản trị kinh doanh,,,,,,,X27,,,,,,,20.25
SGD,7340101_X28,Quản trị kinh doanh,,,,,,,X28,,,,,,,20.25
SGD,7340101_X53,Quản trị kinh doanh,,,,,,,X53,,,,,,,20.25
SGD,7340101_X54,Quản trị kinh doanh,,,,,,,X54,,,,,,,20.25
SGD,7340101_X55,Quản trị kinh doanh,,,,,,,X55,,,,,,,20.25
SGD,7340101_X56,Quản trị kinh doanh,,,,,,,X56,,,,,,,20.25
SGD,7340101_X57,Quản trị kinh doanh,,,,,,,X57,,,,,,,20.25
SGD,7340120_A00,Kinh doanh quốc tế,,,,,,,A00,,,,,,,21.99
SGD,7340120_A01,Kinh doanh quốc tế,A01,A01,A01,A01,A01,A01,A01,23.41,25.55,26.16,25.48,24.98,25.24,21.3
SGD,7340120_A02,Kinh doanh quốc tế,,,,,,,A02,,,,,,,21.31
SGD,7340120_A03,Kinh doanh quốc tế,,,,,,,A03,,,,,,,21.31
SGD,7340120_A04,Kinh doanh quốc tế,,,,,,,A04,,,,,,,21.31
SGD,7340120_A05,Kinh doanh quốc tế,,,,,,,A05,,,,,,,21.31
SGD,7340120_A06,Kinh doanh quốc tế,,,,,,,A06,,,,,,,21.31
SGD,7340120_A07,Kinh doanh quốc tế,,,,,,,A07,,,,,,,21.31
SGD,7340120_B00,Kinh doanh quốc tế,,,,,,,B00,,,,,,,20.78
SGD,7340120_B01,Kinh doanh quốc tế,,,,,,,B01,,,,,,,21.31
SGD,7340120_B02,Kinh doanh quốc tế,,,,,,,B02,,,,,,,21.31
SGD,7340120_B03,Kinh doanh quốc tế,,,,,,,B03,,,,,,,21.31
SGD,7340120_B08,Kinh doanh quốc tế,,,,,,,B08,,,,,,,21.31
SGD,7340120_C01,Kinh doanh quốc tế,,,,,,,C01,,,,,,,22.93
SGD,7340120_C02,Kinh doanh quốc tế,,,,,,,C02,,,,,,,21.31
SGD,7340120_C03,Kinh doanh quốc tế,,,,,,,C03,,,,,,,21.31
SGD,7340120_C04,Kinh doanh quốc tế,,,,,,,C04,,,,,,,21.31
SGD,7340120_D01,Kinh doanh quốc tế,D01,D01,D01,D01,D01,D01,D01,22.41,24.55,25.16,24.48,23.98,24.24,21.31
SGD,7340120_D07,Kinh doanh quốc tế,,,,,,,D07,,,,,,,20.37
SGD,7340120_D09,Kinh doanh quốc tế,,,,,,,D09,,,,,,,21.31
SGD,7340120_D10,Kinh doanh quốc tế,,,,,,,D10,,,,,,,21.31
SGD,7340120_X01,Kinh doanh quốc tế,,,,,,,X01,,,,,,,21.31
SGD,7340120_X02,Kinh doanh quốc tế,,,,,,,X02,,,,,,,21.31
SGD,7340120_X03,Kinh doanh quốc tế,,,,,,,X03,,,,,,,21.31
SGD,7340120_X04,Kinh doanh quốc tế,,,,,,,X04,,,,,,,21.31
SGD,7340120_X05,Kinh doanh quốc tế,,,,,,,X05,,,,,,,21.31
SGD,7340120_X06,Kinh doanh quốc tế,,,,,,,X06,,,,,,,21.31
SGD,7340120_X07,Kinh doanh quốc tế,,,,,,,X07,,,,,,,21.31
SGD,7340120_X08,Kinh doanh quốc tế,,,,,,,X08,,,,,,,21.31
SGD,7340120_X09,Kinh doanh quốc tế,,,,,,,X09,,,,,,,21.31
SGD,7340120_X10,Kinh doanh quốc tế,,,,,,,X10,,,,,,,21.31
SGD,7340120_X11,Kinh doanh quốc tế,,,,,,,X11,,,,,,,21.31
SGD,7340120_X12,Kinh doanh quốc tế,,,,,,,X12,,,,,,,21.31
SGD,7340120_X13,Kinh doanh quốc tế,,,,,,,X13,,,,,,,21.31
SGD,7340120_X14,Kinh doanh quốc tế,,,,,,,X14,,,,,,,21.31
SGD,7340120_X15,Kinh doanh quốc tế,,,,,,,X15,,,,,,,21.31
SGD,7340120_X16,Kinh doanh quốc tế,,,,,,,X16,,,,,,,21.31
SGD,7340120_X17,Kinh doanh quốc tế,,,,,,,X17,,,,,,,21.31
SGD,7340120_X18,Kinh doanh quốc tế,,,,,,,X18,,,,,,,21.31
SGD,7340120_X19,Kinh doanh quốc tế,,,,,,,X19,,,,,,,21.31
SGD,7340120_X20,Kinh doanh quốc tế,,,,,,,X20,,,,,,,21.31
SGD,7340120_X21,Kinh doanh quốc tế,,,,,,,X21,,,,,,,21.31
SGD,7340120_X22,Kinh doanh quốc tế,,,,,,,X22,,,,,,,21.31
SGD,7340120_X23,Kinh doanh quốc tế,,,,,,,X23,,,,,,,21.31
SGD,7340120_X24,Kinh doanh quốc tế,,,,,,,X24,,,,,,,21.31
SGD,7340120_X25,Kinh doanh quốc tế,,,,,,,X25,,,,,,,21.31
SGD,7340120_X26,Kinh doanh quốc tế,,,,,,,X26,,,,,,,21.31
SGD,7340120_X27,Kinh doanh quốc tế,,,,,,,X27,,,,,,,21.31
SGD,7340120_X28,Kinh doanh quốc tế,,,,,,,X28,,,,,,,21.31
SGD,7340120_X53,Kinh doanh quốc tế,,,,,,,X53,,,,,,,21.31
SGD,7340120_X54,Kinh doanh quốc tế,,,,,,,X54,,,,,,,21.31
SGD,7340120_X55,Kinh doanh quốc tế,,,,,,,X55,,,,,,,21.31
SGD,7340120_X56,Kinh doanh quốc tế,,,,,,,X56,,,,,,,21.31
SGD,7340120_X57,Kinh doanh quốc tế,,,,,,,X57,,,,,,,21.31
SGD,7340201_A00,Tài chính - Ngân hàng,,,,,,,A00,,,,,,,20.69
SGD,7340201_A01,Tài chính - Ngân hàng,,,,,,,A01,,,,,,,20.0
SGD,7340201_A02,Tài chính - Ngân hàng,,,,,,,A02,,,,,,,20.01
SGD,7340201_A03,Tài chính - Ngân hàng,,,,,,,A03,,,,,,,20.01
SGD,7340201_A04,Tài chính - Ngân hàng,,,,,,,A04,,,,,,,20.01
SGD,7340201_A05,Tài chính - Ngân hàng,,,,,,,A05,,,,,,,20.01
SGD,7340201_A06,Tài chính - Ngân hàng,,,,,,,A06,,,,,,,20.01
SGD,7340201_A07,Tài chính - Ngân hàng,,,,,,,A07,,,,,,,20.01
SGD,7340201_B00,Tài chính - Ngân hàng,,,,,,,B00,,,,,,,19.48
SGD,7340201_B01,Tài chính - Ngân hàng,,,,,,,B01,,,,,,,20.01
SGD,7340201_B02,Tài chính - Ngân hàng,,,,,,,B02,,,,,,,20.01
SGD,7340201_B03,Tài chính - Ngân hàng,,,,,,,B03,,,,,,,20.01
SGD,7340201_B08,Tài chính - Ngân hàng,,,,,,,B08,,,,,,,20.01
SGD,7340201_C01,Tài chính - Ngân hàng,C01,C01,C01,C01,C01,C01,C01,20.64,23.7,24.9,23.44,23.46,24.26,21.63
SGD,7340201_C02,Tài chính - Ngân hàng,,,,,,,C02,,,,,,,20.01
SGD,7340201_C03,Tài chính - Ngân hàng,,,,,,,C03,,,,,,,20.01
SGD,7340201_C04,Tài chính - Ngân hàng,,,,,,,C04,,,,,,,20.01
SGD,7340201_D01,Tài chính - Ngân hàng,D01,D01,D01,D01,D01,D01,D01,19.64,22.7,23.9,22.44,22.46,23.26,20.01
SGD,7340201_D07,Tài chính - Ngân hàng,,,,,,,D07,,,,,,,19.07
SGD,7340201_D09,Tài chính - Ngân hàng,,,,,,,D09,,,,,,,20.01
SGD,7340201_D10,Tài chính - Ngân hàng,,,,,,,D10,,,,,,,20.01
SGD,7340201_X01,Tài chính - Ngân hàng,,,,,,,X01,,,,,,,20.01
SGD,7340201_X02,Tài chính - Ngân hàng,,,,,,,X02,,,,,,,20.01
SGD,7340201_X03,Tài chính - Ngân hàng,,,,,,,X03,,,,,,,20.01
SGD,7340201_X04,Tài chính - Ngân hàng,,,,,,,X04,,,,,,,20.01
SGD,7340201_X05,Tài chính - Ngân hàng,,,,,,,X05,,,,,,,20.01
SGD,7340201_X06,Tài chính - Ngân hàng,,,,,,,X06,,,,,,,20.01
SGD,7340201_X07,Tài chính - Ngân hàng,,,,,,,X07,,,,,,,20.01
SGD,7340201_X08,Tài chính - Ngân hàng,,,,,,,X08,,,,,,,20.01
SGD,7340201_X09,Tài chính - Ngân hàng,,,,,,,X09,,,,,,,20.01
SGD,7340201_X10,Tài chính - Ngân hàng,,,,,,,X10,,,,,,,20.01
SGD,7340201_X11,Tài chính - Ngân hàng,,,,,,,X11,,,,,,,20.01
SGD,7340201_X12,Tài chính - Ngân hàng,,,,,,,X12,,,,,,,20.01
SGD,7340201_X13,Tài chính - Ngân hàng,,,,,,,X13,,,,,,,20.01
SGD,7340201_X14,Tài chính - Ngân hàng,,,,,,,X14,,,,,,,20.01
SGD,7340201_X15,Tài chính - Ngân hàng,,,,,,,X15,,,,,,,20.01
SGD,7340201_X16,Tài chính - Ngân hàng,,,,,,,X16,,,,,,,20.01
SGD,7340201_X17,Tài chính - Ngân hàng,,,,,,,X17,,,,,,,20.01
SGD,7340201_X18,Tài chính - Ngân hàng,,,,,,,X18,,,,,,,20.01
SGD,7340201_X19,Tài chính - Ngân hàng,,,,,,,X19,,,,,,,20.01
SGD,7340201_X20,Tài chính - Ngân hàng,,,,,,,X20,,,,,,,20.01
SGD,7340201_X21,Tài chính - Ngân hàng,,,,,,,X21,,,,,,,20.01
SGD,7340201_X22,Tài chính - Ngân hàng,,,,,,,X22,,,,,,,20.01
SGD,7340201_X23,Tài chính - Ngân hàng,,,,,,,X23,,,,,,,20.01
SGD,7340201_X24,Tài chính - Ngân hàng,,,,,,,X24,,,,,,,20.01
SGD,7340201_X25,Tài chính - Ngân hàng,,,,,,,X25,,,,,,,20.01
SGD,7340201_X26,Tài chính - Ngân hàng,,,,,,,X26,,,,,,,20.01
SGD,7340201_X27,Tài chính - Ngân hàng,,,,,,,X27,,,,,,,20.01
SGD,7340201_X28,Tài chính - Ngân hàng,,,,,,,X28,,,,,,,20.01
SGD,7340201_X53,Tài chính - Ngân hàng,,,,,,,X53,,,,,,,20.01
SGD,7340201_X54,Tài chính - Ngân hàng,,,,,,,X54,,,,,,,20.01
SGD,7340201_X55,Tài chính - Ngân hàng,,,,,,,X55,,,,,,,20.01
SGD,7340201_X56,Tài chính - Ngân hàng,,,,,,,X56,,,,,,,20.01
SGD,7340201_X57,Tài chính - Ngân hàng,,,,,,,X57,,,,,,,20.01
SGD,7340301_A00,Kế toán,,,,,,,A00,,,,,,,20.63
SGD,7340301_A01,Kế toán,,,,,,,A01,,,,,,,19.94
SGD,7340301_A02,Kế toán,,,,,,,A02,,,,,,,19.95
SGD,7340301_A03,Kế toán,,,,,,,A03,,,,,,,19.95
SGD,7340301_A04,Kế toán,,,,,,,A04,,,,,,,19.95
SGD,7340301_A05,Kế toán,,,,,,,A05,,,,,,,19.95
SGD,7340301_A06,Kế toán,,,,,,,A06,,,,,,,19.95
SGD,7340301_A07,Kế toán,,,,,,,A07,,,,,,,19.95
SGD,7340301_B00,Kế toán,,,,,,,B00,,,,,,,19.42
SGD,7340301_B01,Kế toán,,,,,,,B01,,,,,,,19.95
SGD,7340301_B02,Kế toán,,,,,,,B02,,,,,,,19.95
SGD,7340301_B03,Kế toán,,,,,,,B03,,,,,,,19.95
SGD,7340301_B08,Kế toán,,,,,,,B08,,,,,,,19.95
SGD,7340301_C01,Kế toán,C01,C01,C01,C01,C01,C01,C01,20.94,23.48,24.5,23.65,23.29,24.18,21.57
SGD,7340301_C02,Kế toán,,,,,,,C02,,,,,,,19.95
SGD,7340301_C03,Kế toán,,,,,,,C03,,,,,,,19.95
SGD,7340301_C04,Kế toán,,,,,,,C04,,,,,,,19.95
SGD,7340301_D01,Kế toán,D01,D01,D01,D01,D01,D01,D01,19.94,22.48,23.5,22.65,22.29,23.18,19.95
SGD,7340301_D07,Kế toán,,,,,,,D07,,,,,,,19.01
SGD,7340301_D09,Kế toán,,,,,,,D09,,,,,,,19.95
SGD,7340301_D10,Kế toán,,,,,,,D10,,,,,,,19.95
SGD,7340301_X01,Kế toán,,,,,,,X01,,,,,,,19.95
SGD,7340301_X02,Kế toán,,,,,,,X02,,,,,,,19.95
SGD,7340301_X03,Kế toán,,,,,,,X03,,,,,,,19.95
SGD,7340301_X04,Kế toán,,,,,,,X04,,,,,,,19.95
SGD,7340301_X05,Kế toán,,,,,,,X05,,,,,,,19.95
SGD,7340301_X06,Kế toán,,,,,,,X06,,,,,,,19.95
SGD,7340301_X07,Kế toán,,,,,,,X07,,,,,,,19.95
SGD,7340301_X08,Kế toán,,,,,,,X08,,,,,,,19.95
SGD,7340301_X09,Kế toán,,,,,,,X09,,,,,,,19.95
SGD,7340301_X10,Kế toán,,,,,,,X10,,,,,,,19.95
SGD,7340301_X11,Kế toán,,,,,,,X11,,,,,,,19.95
SGD,7340301_X12,Kế toán,,,,,,,X12,,,,,,,19.95
SGD,7340301_X13,Kế toán,,,,,,,X13,,,,,,,19.95
SGD,7340301_X14,Kế toán,,,,,,,X14,,,,,,,19.95
SGD,7340301_X15,Kế toán,,,,,,,X15,,,,,,,19.95
SGD,7340301_X16,Kế toán,,,,,,,X16,,,,,,,19.95
SGD,7340301_X17,Kế toán,,,,,,,X17,,,,,,,19.95
SGD,7340301_X18,Kế toán,,,,,,,X18,,,,,,,19.95
SGD,7340301_X19,Kế toán,,,,,,,X19,,,,,,,19.95
SGD,7340301_X20,Kế toán,,,,,,,X20,,,,,,,19.95
SGD,7340301_X21,Kế toán,,,,,,,X21,,,,,,,19.95
SGD,7340301_X22,Kế toán,,,,,,,X22,,,,,,,19.95
SGD,7340301_X23,Kế toán,,,,,,,X23,,,,,,,19.95
SGD,7340301_X24,Kế toán,,,,,,,X24,,,,,,,19.95
SGD,7340301_X25,Kế toán,,,,,,,X25,,,,,,,19.95
SGD,7340301_X26,Kế toán,,,,,,,X26,,,,,,,19.95
SGD,7340301_X27,Kế toán,,,,,,,X27,,,,,,,19.95
SGD,7340301_X28,Kế toán,,,,,,,X28,,,,,,,19.95
SGD,7340301_X53,Kế toán,,,,,,,X53,,,,,,,19.95
SGD,7340301_X54,Kế toán,,,,,,,X54,,,,,,,19.95
SGD,7340301_X55,Kế toán,,,,,,,X55,,,,,,,19.95
SGD,7340301_X56,Kế toán,,,,,,,X56,,,,,,,19.95
SGD,7340301_X57,Kế toán,,,,,,,X57,,,,,,,19.95
SGD,7340406_B03,Quản trị văn phòng,,,,,,,B03,,,,,,,21.7
SGD,7340406_C01,Quản trị văn phòng,,,,,,,C01,,,,,,,23.32
SGD,7340406_C02,Quản trị văn phòng,,,,,,,C02,,,,,,,21.7
SGD,7340406_C03,Quản trị văn phòng,,,,,,,C03,,,,,,,21.7
SGD,7340406_C04,Quản trị văn phòng,C04,C04,C04,C04,C04,C04,C04,21.16,24.18,25.0,22.63,24.16,25.48,21.7
SGD,7340406_D01,Quản trị văn phòng,D01,D01,D01,D01,D01,D01,D01,20.16,23.18,24.0,21.63,23.16,24.48,21.7
SGD,7340406_X01,Quản trị văn phòng,,,,,,,X01,,,,,,,21.7
SGD,7340406_X02,Quản trị văn phòng,,,,,,,X02,,,,,,,21.7
SGD,7340406_X03,Quản trị văn phòng,,,,,,,X03,,,,,,,21.7
SGD,7340406_X04,Quản trị văn phòng,,,,,,,X04,,,,,,,21.7
SGD,7380101_B03,Luật,,,,,,,B03,,,,,,,21.58
SGD,7380101_C01,Luật,,,,,,,C01,,,,,,,23.2
SGD,7380101_C02,Luật,,,,,,,C02,,,,,,,21.58
SGD,7380101_C03,Luật,C03,C03,C03,C03,C03,C03,C03,19.95,23.35,24.85,23.8,23.87,24.76,21.58
SGD,7380101_C04,Luật,,,,,,,C04,,,,,,,21.58
